cve_id,component,severity,cvss_vector,year,version_rule,ref_count,summary
CVE-2026-46444,flowise,HIGH,,2026,"version < ""3.1.2""",2,Flowise OpenAI Assistants 向量存储 CRUD 端点缺乏认证和权限校验
CVE-2026-46475,flowise,HIGH,,2026,"version < ""3.1.2""",2,Flowise 助手创建和更新存在批量赋值漏洞，允许跨工作空间接管助手
CVE-2026-46476,flowise,MEDIUM,,2026,"version < ""3.1.2""",2,Flowise CustomTemplate 批量赋值漏洞允许跨工作区模板接管
CVE-2026-46477,flowise,HIGH,,2026,"version < ""3.1.2""",2,Flowise 3.1.2 之前版本中数据集创建和更新的大规模赋值漏洞允许跨工作空间数据集接管
CVE-2026-46478,flowise,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""3.1.0""",3,Flowise 公共聊天流端点未授权信息泄露漏洞
CVE-2026-46479,flowise,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N,2026,"version < ""3.1.2""",5,flowise Evaluation 创建和更新存在批量赋值漏洞，允许跨工作区评估数据接管
CVE-2026-46480,flowise,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""3.1.0""",3,Flowise 未授权敏感信息泄露漏洞（公开 Chatflow 端点）
CVE-2026-56268,flowise,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""3.1.2""",2,Flowise 3.1.2 之前版本跨工作空间聊天流信息泄露漏洞
CVE-2026-56269,flowise,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:L/A:N,2026,"version < ""3.1.0""",2,Flowise 使用弱硬编码默认 TOKEN_HASH_SECRET 进行 JWT Token 加密
CVE-2026-56270,flowise,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""3.1.0""",2,/api/v1/loginmethod 端点缺少身份验证导致未授权 OAuth 密钥泄露
CVE-2026-56272,flowise,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""3.0.13""",2,Flowise 密码哈希中 bcrypt 盐值轮数不足
CVE-2026-56274,flowise,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,2026,"version < ""3.1.2""",2,Flowise 自定义 MCP 服务器操作系统命令注入（远程代码执行）
CVE-2026-56275,flowise,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,2026,"version < ""3.1.0""",2,Flowise Execute Flow 节点 SSRF 漏洞
CVE-2026-8027,flowise,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2026,"version <= ""3.0.12""",3,Flowise User Controller 授权绕过漏洞，低权限攻击者可访问其他用户数据
CVE-2021-43831,gradio,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,2021,"version < ""2.5.0""",5,主机上的文件可以通过Gradio界面访问
CVE-2022-24770,gradio,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2022,"version > ""0"" && version < ""2.8.11""",6,Gradio CSV文件中公式元素的不当中和
CVE-2023-25823,gradio,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:L,2023,"version > ""0"" && version < ""3.13.1""",4,更新分享链接以使用FRP代替SSH隧道
CVE-2023-34239,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,2023,"version < ""3.34.0""",5,Gradio 存在任意文件读取和代理任意 URL 的漏洞
CVE-2023-41626,gradio,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,2023,"version >= ""0"" && version < ""3.27.1""",3,Gradio 任意文件上传漏洞
CVE-2023-51449,gradio,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,2023,"version > ""0"" && version < ""4.11.0""",6,Gradio 修复了 `/file` 路由的文件遍历和服务器端请求伪造攻击漏洞
CVE-2023-6572,gradio,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,2023,"version > ""0"" && version < ""4.14.0""",5,Gradio 向未授权方暴露敏感信息漏洞
CVE-2024-0964,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2024,"version > ""0"" && version < ""4.9.0""",4,Gradio 路径遍历漏洞
CVE-2024-10569,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024,"version >= ""4.0.0"" && version < ""5.0.0b3""",4,Gradio易受通过特制Zip炸弹实现的拒绝服务（DoS）攻击
CVE-2024-10624,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024,"version >= ""4.38.0"" && version < ""5.0.0-beta.2""",4,Gradio易受通过特制HTTP请求的拒绝服务（DoS）攻击
CVE-2024-10648,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,2024,"version >= ""4.0.0"" && version < ""5.0.0b3""",4,Gradio易受任意文件删除漏洞影响
CVE-2024-1183,gradio,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2024,"version >= ""0"" && version < ""4.10.0""",5,gradio 服务器端请求伪造漏洞
CVE-2024-12217,gradio,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2024,"version < ""67e4044""",2,Gradio在Windows操作系统中的路径遍历漏洞
CVE-2024-1540,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,2024,"version >= ""0"" && version < ""4.18.0""",4,Gradio的CI存在命令注入漏洞
CVE-2024-1561,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2024,"version > ""0"" && version < ""4.13.0""",5,gradio 存在路径遍历漏洞
CVE-2024-1727,gradio,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,2024,"version >= ""0"" && version < ""4.19.2""",5,Gradio中的跨站请求伪造
CVE-2024-1728,gradio,CRITICAL,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2024,"version > ""0"" && version < ""4.19.2""",5,Gradio 允许用户访问任意文件。
CVE-2024-1729,gradio,UNKNOWN,,2024,"version < ""4.19.2""",5,Gradio 应用易受时间攻击以猜测密码
CVE-2024-2206,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,2024,"version >= ""0"" && version < ""4.18.0""",4,gradio 服务器端请求伪造漏洞
CVE-2024-34510,gradio,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2024,"version < ""4.20.0""",3,Gradio 在 4.20 之前版本允许在 Windows 上泄露凭据
CVE-2024-34511,gradio,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N,2024,"version >= ""0"" && version < ""4.13.0""",4,Gradio的组件服务器未正确考虑`_is_server_fn`函数
CVE-2024-39236,gradio,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2024,"version = ""4.36.1""",4,Gradio 组件存在代码注入漏洞
CVE-2024-4253,gradio,HIGH,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,2024,"version <= ""0.6.12""",3,Gradio 命令注入漏洞
CVE-2024-4254,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N,2024,"version > ""0"" && version < ""4.44.0""",2,gradio工作流中的秘密泄露漏洞
CVE-2024-4325,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,2024,"version >= ""0"" && version <= ""4.36.0""",4,gradio中的服务器端请求伪造(SSRF)漏洞
CVE-2024-47084,gradio,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2024,"version > ""0"" && version < ""4.44.0""",3,Gradio的CORS来源验证在请求包含cookie时未执行
CVE-2024-47164,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,2024,"version < ""5.0.0""",4,Gradio的`is_in_or_equal`函数可能被绕过
CVE-2024-47165,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2024,"version >= ""0"" && version < ""5.0.0""",3,Gradio接受空origin的CORS验证漏洞
CVE-2024-47166,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2024,"version > ""0"" && version < ""4.44.0""",3,Gradio在`/custom_component`中存在一级读取路径遍历漏洞
CVE-2024-47167,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,2024,"version > ""0"" && version < ""5.0.0""",3,Gradio 在 /queue/join 路径参数中存在 SSRF 漏洞
CVE-2024-47168,gradio,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2024,"version >= ""0"" && version < ""4.44.0""",3,Gradio的`enable_monitoring`标志设置为`False`时未能禁用监控
CVE-2024-47867,gradio,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,2024,"version > ""0"" && version < ""5.0.0""",3,Gradio缺乏对下载的FRP客户端的完整性检查
CVE-2024-47868,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2024,"version < ""5.0.0""",3,Gradio 存在多个组件后处理步骤允许任意文件泄露
CVE-2024-47869,gradio,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2024,"version >= ""0"" && version < ""4.44.0""",3,Gradio 在比较哈希时执行非恒定时间比较
CVE-2024-47870,gradio,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,2024,"version >= ""0"" && version < ""5.0.0""",3,Gradio在update_root_in_config中的竞态条件可能导致用户流量重定向
CVE-2024-47871,gradio,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2024,"version > ""0"" && version < ""5.0.0""",3,Gradio 在 FRP 客户端和服务器之间使用不安全的通信
CVE-2024-47872,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,2024,"version > ""0"" && version < ""5.0.0""",3,Gradio 服务器存在通过上传 HTML、JS 或 SVG 文件导致的跨站脚本（XSS）漏洞
CVE-2024-48052,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2024,"version <= ""4.42.0""",4,gradio 服务器端请求伪造漏洞
CVE-2024-4940,gradio,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2024,"version >= ""0"" && version < ""4.36.2""",3,Gradio 开放重定向漏洞
CVE-2024-4941,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2024,"version > ""0"" && version < ""4.31.3""",4,Gradio 本地文件包含漏洞
CVE-2024-51751,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,2024,"version >= ""5.0.0"" && version < ""5.5.0""",3,Gradio File和UploadButton组件存在任意文件读取漏洞
CVE-2024-8021,gradio,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2024,"version > ""0"" && version < ""4.44.0""",2,Gradio中的开放重定向漏洞允许恶意重定向
CVE-2024-8966,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024,"version = ""@gradio/video@0.10.2""",2,Gradio文件上传过程中的拒绝服务（DoS）漏洞
CVE-2025-0187,gradio,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2025,"version < ""0.39.2""",2,文件上传功能中的拒绝服务（DoS）漏洞
CVE-2025-23042,gradio,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,2025,"version <= ""5.6.0""",5,Gradio Blocked Path ACL绕过漏洞
CVE-2025-48889,gradio,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2025,"version >= ""0"" && version < ""5.31.0""",3,Gradio 允许通过路径操作进行未经授权的文件复制
CVE-2025-5320,gradio,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,2025,"version >= ""5.0.0"" && version <= ""5.29.1""",7,Gradio CORS 域名验证绕过漏洞
CVE-2026-48545,gradio,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N,2026,"version < ""6.15.0""",5,Gradio 6.15.0 之前版本存在 Cookie 注入漏洞，可被利用实施跨 Space 会话固定攻击
CVE-2026-45758,guardrails-ai,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2026,"version == ""0.10.1""",2,guardrails-ai 0.10.1 供应链攻击——攻击者发布恶意 PyPI 包，包含凭据窃取恶意软件。
CVE-2026-6855,instructlab,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,2026,,3,InstructLab 聊天会话处理器存在路径遍历漏洞，可导致任意目录创建和文件写入
CVE-2026-43989,junoclaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:L,2026,"version < ""0.x.y-security-1""",2,JunoClaw upload_wasm MCP 工具因文件系统路径未校验导致任意文件读取
CVE-2026-43992,junoclaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""0.3.0""",3,JunoClaw MCP 写入工具将 BIP-39 助记词作为显式工具调用参数暴露，导致钱包种子短语泄露
CVE-2019-9644,jupyter-notebook,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2019,"version < ""5.7.6""",6,Jupyter Notebook 中网页生成时输入的不当中和
CVE-2025-53000,jupyter-notebook,HIGH,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,2025,"version > ""0"" && version <= ""7.16.6""",4,nbconvert 存在未受控的搜索路径，导致在 Windows 上执行未经授权的代码。
CVE-2020-26232,jupyter-server,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:L/A:N,2020,"version < ""1.0.6""",4,Jupyter Server 中的开放重定向漏洞
CVE-2020-26275,jupyter-server,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2020,"version < ""1.1.1""",7,Jupyter Server 开放重定向漏洞
CVE-2022-21697,jupyter-server,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:L/A:N,2022,"version <= ""3.2.0""",6,jupyter-server-proxy中的SSRF漏洞
CVE-2022-24757,jupyter-server,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2022,"version > ""0"" && version < ""1.15.4""",5,Jupyter notebook 中敏感信息插入日志文件
CVE-2022-29241,jupyter-server,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,2022,"(version >= ""6.4.0"" && version <= ""6.4.11"") || (version >= ""1.16.0"" && version < ""1.17.1"") || (version == ""2.0.0a0"")",6,Jupyter server Token暴力破解
CVE-2023-39968,jupyter-server,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2023,"version < ""2.7.2""",7,jupyter-server中的开放重定向漏洞
CVE-2023-40170,jupyter-server,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,2023,"version >= ""0"" && version < ""2.7.2""",7,jupyter-server中的跨站包含(XSSI)文件漏洞
CVE-2023-49080,jupyter-server,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2023,"version > ""0"" && version < ""2.11.2""",7,jupyter-server 错误包含带有路径信息的回溯
CVE-2024-22415,jupyter-server,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,2024,"version < ""2.2.2""",4,jupyter-lsp 服务器扩展中的不安全端点
CVE-2024-22421,jupyter-server,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,2024,"version < ""2.7.2""",7,JupyterLab 可能存在身份验证和 CSRF 令牌泄露漏洞
CVE-2024-28179,jupyter-server,CRITICAL,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,2024,"version < ""3.2.3"" || (version >= ""4.0.0"" && version < ""4.1.1"")",3,Jupyter Server Proxy的Websocket代理不需要身份验证
CVE-2024-28188,jupyter-server,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2024,"(version >= ""1.0.0"" && version <= ""1.1.5"") || version == ""1.2.0"" || (version >= ""1.3.0"" && version <= ""1.8.1"") || (version >= ""2.0.0"" && version <= ""2.5.1"")",6,jupyter-scheduler 的端点缺少身份验证
CVE-2024-35178,jupyter-server,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2024,"version < ""2.14.1""",4,Jupyter server在Windows上泄露Windows用户密码哈希
CVE-2025-30167,jupyter-server,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,2025,"version < ""5.8.1""",3,Jupyter Core在Windows上存在不受控搜索路径元素本地权限提升漏洞
CVE-2026-44727,jupyter-server,CRITICAL,,2026,"version < ""2.20.0""",4,Jupyter Server NbconvertFileHandler/NbconvertPostHandler 因缺少 sandbox CSP 指令导致存储型 XSS
CVE-2021-32797,jupyterlab,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,2021,"version < ""1.2.21"" || (version >= ""2.0.0a0"" && version < ""2.2.10"") || (version >= ""2.3.0a0"" && version < ""2.3.2"") || (version >= ""3.0.0a0"" && version < ""3.0.17"") || (version >= ""3.1.0a0"" && version < ""3.1.4"")",5,JupyterLab XSS 由于缺乏对 html <form> 的 action 属性的消毒
CVE-2021-41134,jupyterlab,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:N,2021,"version < ""1.1.1"" || (version >= ""2.0.0"" && version < ""2.1.1"") || (version >= ""3.0.0"" && version < ""3.1.1"") || version < ""5.0.2"" || version >= ""6.0.0"" && version < ""6.1.2"" || version < ""1.0.1"" || version >= ""2.0.0"" && version < ""2.1.1""",5,Jupyter nbdime 存储型 XSS 漏洞
CVE-2021-41247,jupyterlab,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,2021,"version >= ""1.0.0"" && version < ""1.5.0""",5,不完整的JupyterHub注销与同时进行的JupyterLab会话
CVE-2024-22420,jupyterlab,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2024,"version >= ""4.0.0"" && version <= ""4.0.10""",3,JupyterLab Markdown 预览中的跨站脚本漏洞
CVE-2024-35225,jupyterlab,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2024,"version >= ""3.0.0"" && version <= ""4.1.2""",7,Jupyter Server Proxy 在主机参数中存在反射型 XSS 问题
CVE-2024-43805,jupyterlab,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,2024,"(version <= ""3.6.7"" && version >= ""0"") || (version <= ""4.2.4"" && version >= ""4.0.0"")",5,Jupyter Notebook 和 JupyterLab 中的 HTML 注入导致 DOM 操作劫持
CVE-2025-30370,jupyterlab,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:H,2025,"version >= ""0"" && version < ""0.51.1""",6,jupyterlab-git 在“在终端中打开 Git 仓库”中存在命令注入漏洞
CVE-2025-59842,jupyterlab,LOW,CVSS:4.0/AV:N/AC:H/AT:P/PR:N/UI:A/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,2025,"version >= ""0.0.0"" && version < ""4.4.8""",4,JupyterLab LaTeX 排版器生成的链接未强制添加 `noopener` 属性
CVE-2026-42266,jupyterlab,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version >= ""4.0.0"" && version < ""4.5.7""",2,JupyterLab PyPI 扩展管理器允许列表未正确执行，导致可安装任意第三方扩展
CVE-2026-34940,kubeai,HIGH,,2026,"version < ""0.23.2""",1,KubeAI Ollama Engine Startup Probe OS Command Injection
CVE-2023-6570,kubeflow,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2023,,2,Kubeflow中的服务器端请求伪造(SSRF)漏洞
CVE-2023-6571,kubeflow,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,2023,,2,Kubeflow 反射型跨站脚本（XSS）漏洞
CVE-2024-5552,kubeflow,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024,,2,Kubeflow 正则表达式拒绝服务（ReDoS）漏洞
CVE-2024-9526,kubeflow,HIGH,CVSS:4.0/AV:A/AC:L/AT:P/PR:H/UI:P/VC:H/VI:H/VA:L/SC:H/SI:H/SA:L/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:P/AU:Y/R:U/V:D/RE:L/U:Green,2024,,2,Kubeflow Pipeline View web UI 存储型 XSS 漏洞
CVE-2026-31228,kubeflow,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2026,"version <= ""1.20.1""",3,Adversarial Robustness Toolbox (ART) Kubeflow 组件存在不安全 eval() 导致的远程代码执行漏洞
CVE-2026-31229,kubeflow,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2026,"version <= ""1.20.1""",3,Adversarial Robustness Toolbox（ART）Kubeflow 组件不安全反序列化漏洞导致远程代码执行
CVE-2026-31230,kubeflow,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2026,"version <= ""1.20.1""",3,Adversarial Robustness Toolbox (ART) Kubeflow 组件 eval() 注入漏洞可导致远程代码执行
CVE-2023-22463,kubepi,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version <= ""1.6.2""",5,KubePi 允许恶意行为者通过硬编码的 Jwtsigkeys 使用伪造的 JWT 令牌登录
CVE-2023-22478,kubepi,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2023,"version <= ""1.6.3""",5,KubePi 可能允许未经授权访问系统API
CVE-2023-22479,kubepi,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,2023,"version <= ""1.6.3""",6,KubePi 会话固定攻击允许攻击者劫持合法用户会话
CVE-2023-37916,kubepi,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2023,"version >= ""0"" && version < ""1.6.5""",5,KubePi 可能泄露任何用户的密码哈希
CVE-2023-37917,kubepi,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:H/A:L,2023,"version < ""1.6.5""",5,KubePi 权限提升漏洞
CVE-2023-29374,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version <= ""0.0.131""",7,LangChain 存在代码注入漏洞
CVE-2023-32785,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version >= ""0"" && version < ""0.0.247""",4,Langchain SQL注入漏洞
CVE-2023-32786,langchain,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2023,"version < ""0.0.329""",5,Langchain 服务器端请求伪造漏洞
CVE-2023-34540,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version < ""0.0.225""",8,Langchain OS命令注入漏洞
CVE-2023-34541,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version >= ""0"" && version < ""0.0.247""",7,Langchain 存在任意代码执行漏洞
CVE-2023-36095,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version < ""0.0.236""",11,langchain代码注入漏洞
CVE-2023-36188,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version < ""0.0.236""",7,langchain 存在任意代码执行漏洞
CVE-2023-36189,langchain,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2023,"version < ""0.0.247""",10,langchain SQL注入漏洞
CVE-2023-36258,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version < ""0.0.247""",11,langchain 任意代码执行漏洞
CVE-2023-36281,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version > ""0"" && version < ""0.0.312""",8,langchain 存在任意代码执行漏洞
CVE-2023-38860,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version < ""0.0.247""",9,LangChain 存在任意代码执行漏洞
CVE-2023-38896,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version < ""0.0.236""",8,LangChain 存在任意代码执行漏洞
CVE-2023-39631,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version > ""0"" && version < ""0.0.308""",9,Langchain 通过 numexpr 库的 evaluate 函数存在任意代码执行漏洞
CVE-2023-39659,langchain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2023,"version < ""0.0.325""",8,LangChain 存在任意代码执行漏洞
