component,cve,summary,severity,cvss,rule,has_poc,references_count,file
OpenClaw,GHSA-wpph-cjgr-7c39,OpenClaw 类型化的 sender-key 匹配用于 toolsBySender 防止身份碰撞策略绕过,MEDIUM,,"version <= ""2026.2.21-2""",False,1,GHSA-wpph-cjgr-7c39.yaml
OpenClaw,GHSA-wppj-c6mr-83jj,OpenClaw OpenShell 文件系统桥的写操作应严格限定在沙箱挂载根目录范围内,HIGH,,"version <= ""2026.4.21""",False,1,GHSA-wppj-c6mr-83jj.yaml
OpenClaw,GHSA-wr6m-jg37-68xh,OpenClaw 通过查询字符串键变换导致 Zalo webhook 无界内存增长（未认证拒绝服务）,MEDIUM,,"version <= ""2026.2.26""",False,1,GHSA-wr6m-jg37-68xh.yaml
OpenClaw,GHSA-wv26-j37q-2g7p,OpenClaw Slack 插件审批使用了 exec 审批门控来处理插件操作,MEDIUM,,"version < ""2026.5.12""",False,1,GHSA-wv26-j37q-2g7p.yaml
OpenClaw,GHSA-ww6v-v748-x7g9,OpenClaw sandbox network isolation 绕过 via docker.network=container:<id>,低危,,"version <= ""2026.2.23""",False,1,GHSA-ww6v-v748-x7g9.yaml
OpenClaw,GHSA-x22m-j5qq-j49m,OpenClaw 飞书扩展中 sendMediaFeishu 和 markdown 图片获取存在两处 SSRF 漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,"version < ""2026.2.14""",False,1,GHSA-x22m-j5qq-j49m.yaml
OpenClaw,GHSA-x2ff-j5c2-ggpr,OpenClaw Slack 交互回调在某些共享工作区流程中可跳过已配置的发送者检查,HIGH,,"version <= ""2026.2.24""",False,1,GHSA-x2ff-j5c2-ggpr.yaml
OpenClaw,GHSA-x3h8-jrgh-p8jx,OpenClaw Exec 命令白名单分析器拒绝未加引号的 heredoc 中的 Shell 展开操作,MEDIUM,,"version <= ""2026.4.21""",False,1,GHSA-x3h8-jrgh-p8jx.yaml
OpenClaw,GHSA-x4vp-4235-65hg,OpenClaw 认证前 webhook 请求体解析可导致未认证慢请求拒绝服务,MEDIUM,,"version <= ""2026.3.1""",False,1,GHSA-x4vp-4235-65hg.yaml
OpenClaw,GHSA-x629-46cc-7xgw,OpenClaw Active Memory 写入权限范围可能篡改全局配置,MEDIUM,,"version <= ""2026.5.5""",False,1,GHSA-x629-46cc-7xgw.yaml
OpenClaw,GHSA-x82f-27x3-q89c,OpenClaw writeFileWithinRoot 中的 TOCTOU 符号链接竞争可在根边界外创建或截断文件,MEDIUM,,"version <= ""2026.2.26""",False,1,GHSA-x82f-27x3-q89c.yaml
OpenClaw,GHSA-x9cf-3w63-rpq9,OpenClaw 通过 stageSandboxMedia 导致敏感文件泄露,MEDIUM,,"version <= ""2026.2.17""",False,1,GHSA-x9cf-3w63-rpq9.yaml
OpenClaw,GHSA-xc7w-v5x6-cc87,OpenClaw 当网关位于反向代理后方时 Webhook 认证绕过（回环 remoteAddress 信任）,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,"version < ""2026.2.12""",False,1,GHSA-xc7w-v5x6-cc87.yaml
OpenClaw,GHSA-xf99-j42q-5w5p,OpenClaw 未绑定的解释器和运行时命令可绕过节点主机审批完整性检查,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"version < ""2026.3.11""",False,1,GHSA-xf99-j42q-5w5p.yaml
OpenClaw,GHSA-xgf2-vxv2-rrmg,OpenClaw Shell 启动环境注入绕过 system.run 允许列表意图（RCE 级别）,MEDIUM,,"version <= ""2026.2.21-2""",False,1,GHSA-xgf2-vxv2-rrmg.yaml
OpenClaw,GHSA-xh72-v6v9-mwhc,OpenClaw 飞书 Webhook 及卡片动作验证现已改为失败关闭（Fail-Closed）模式,CRITICAL,,"version < ""2026.4.15""",False,1,GHSA-xh72-v6v9-mwhc.yaml
OpenClaw,GHSA-xmv6-r34m-62p4,OpenClaw 沙箱媒体回退 tmp 符号链接别名绕过允许读取 sandboxRoot 外的主机文件,MEDIUM,,"version <= ""2026.2.24""",False,1,GHSA-xmv6-r34m-62p4.yaml
OpenClaw,GHSA-xmxx-7p24-h892,OpenClaw Gateway HTTP 端点在 SecretRef 轮换后重新解析 Bearer 认证配置,HIGH,,"version < ""2026.4.15""",False,1,GHSA-xmxx-7p24-h892.yaml
OpenClaw,GHSA-xq94-r468-qwgj,OpenClaw 浏览器 SSRF 主机名验证可被 DNS 重绑定攻击绕过,HIGH,,"version < ""2026.4.10""",False,1,GHSA-xq94-r468-qwgj.yaml
OpenClaw,GHSA-xr4f-mjxj-w6w5,OpenClaw 非所有者聊天发送方可签发设备配对引导码,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,"version < ""2026.5.4""",False,1,GHSA-xr4f-mjxj-w6w5.yaml
OpenClaw,GHSA-xrq9-jm7v-g9h7,OpenClaw 已配对设备的配对操作未限制为仅针对调用方自身设备,LOW,,"version < ""2026.4.20""",False,1,GHSA-xrq9-jm7v-g9h7.yaml
OpenClaw,GHSA-xvhf-x56f-2hpp,OpenClaw 执行审批：safeBins 可通过 shell 展开绕过仅 stdin 约束,MEDIUM,,"version <= ""2026.2.13""",False,1,GHSA-xvhf-x56f-2hpp.yaml
OpenClaw,GHSA-xvx8-77m6-gwg6,OpenClaw 沙箱 writeFile 提交操作可能在路径验证后逃逸到父目录之外,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:H,"version < ""2026.3.11""",False,1,GHSA-xvx8-77m6-gwg6.yaml
OpenClaw,GHSA-xw4p-pw82-hqr7,OpenClaw 沙箱技能镜像路径遍历可在沙箱工作区外写入文件,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:H/A:L,"version < ""2026.2.14""",False,1,GHSA-xw4p-pw82-hqr7.yaml
OpenClaw,GHSA-xwcj-hwhf-h378,OpenClaw Telegram 媒体获取错误在日志文件 URL 中暴露了机器人令牌,MEDIUM,,"version <= ""2026.3.12""",False,1,GHSA-xwcj-hwhf-h378.yaml
OpenClaw,GHSA-xww8-gqvh-92x9,OpenClaw exec 审批界面的命令截断可能隐藏待审批的完整命令,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,"version < ""2026.5.18""",False,1,GHSA-xww8-gqvh-92x9.yaml
Xinference,CVE-2025-3622,Xorbits Inference up to 1.4.1中的严重反序列化漏洞,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version <= ""1.4.1""",False,3,CVE-2025-3622.yaml
Xinference,CVE-2025-45424,Xinference中存在访问控制不当问题，允许未认证访问Web图形界面,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""1.4.0""",False,3,CVE-2025-45424.yaml
Xinference,Xinference部署安全提示,Xinference外部开放将导致算力窃取和数据资源滥用,LOW,,"is_internal==""true""",False,0,Xinference部署安全提示.yaml
ai-chatbot,CVE-2025-55182,ai-chatbot 受远程代码执行 (RCE) 漏洞影响。,CRITICAL,,,False,1,CVE-2025-55182.yaml
ai-engine-wordpress,CVE-2026-8719,AI Engine WordPress 插件 MCP OAuth 授权缺陷——订阅者权限可提升至管理员,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version == ""3.4.9""",False,3,CVE-2026-8719.yaml
anythingllm,CVE-2024-0455,AnythingLLM Web Scraper 漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,,False,3,CVE-2024-0455.yaml
anythingllm,CVE-2024-0549,anythingllm 存在相对路径遍历漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,,False,3,CVE-2024-0549.yaml
anythingllm,CVE-2024-0759,AnythingLLM 内部网络链接抓取漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,,False,3,CVE-2024-0759.yaml
anythingllm,CVE-2024-0765,AnythingLLM 数据泄露漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,,False,3,CVE-2024-0765.yaml
anythingllm,CVE-2024-10513,“文档上传管理器”功能中的路径遍历漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,"version < ""1.2.2""",False,3,CVE-2024-10513.yaml
anythingllm,CVE-2024-13060,AnythingLLM Docker中的漏洞允许未经授权的访问用户头像。,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version < ""1.3.1""",False,3,CVE-2024-13060.yaml
anythingllm,CVE-2024-3279,anythingllm 应用程序导入端点存在不当访问控制漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,,False,3,CVE-2024-3279.yaml
anythingllm,CVE-2024-3570,AnythingLLM 存储型跨站脚本（XSS）漏洞,LOW,CVSS:3.0/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:N,,False,3,CVE-2024-3570.yaml
anythingllm,CVE-2024-5211,anythingllm 路径遍历漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,,False,3,CVE-2024-5211.yaml
anythingllm,CVE-2025-63390,AnythingLLM 中通过 /api/workspaces 端点进行的身份验证绕过。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version <= ""1.8.5""",False,4,CVE-2025-63390.yaml
anythingllm,CVE-2026-32617,Mintplexlabs anythingllm AnythingLLM 宽松的 CORS 策略漏洞,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:L,"version <= ""1.11.1""",False,3,CVE-2026-32617.yaml
anythingllm,CVE-2026-32626,AnythingLLM 流式阶段 XSS 到 RCE（通过 LLM 响应注入浏览器扩展工具）,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,"version <= ""1.11.1""",False,4,CVE-2026-32626.yaml
anythingllm,CVE-2026-32628,Mintplexlabs anythingllm AnythingLLM 内置 SQL Agent 插件中存在 SQL 注入漏洞（未过滤 table_name 参数）,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version <= ""1.11.1""",False,4,CVE-2026-32628.yaml
anythingllm,CVE-2026-32715,Mintplexlabs anythingllm AnythingLLM Manager 角色权限绕过，可访问仅限管理员的系统偏好设置,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:L/A:N,"version <= ""1.11.1""",False,4,CVE-2026-32715.yaml
anythingllm,CVE-2026-32717,Mintplexlabs anythingllm AnythingLLM 访问控制绕过：已暂停用户可继续使用浏览器扩展 API 密钥,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N,"version <= ""1.11.1""",False,4,CVE-2026-32717.yaml
anythingllm,CVE-2026-32719,Mintplexlabs anythingllm AnythingLLM 社区中心插件导入存在 Zip Slip 路径遍历和代码执行漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version <= ""1.11.1""",False,4,CVE-2026-32719.yaml
anythingllm,CVE-2026-41318,AnythingLLM 1.12.1 以下版本 Chartable 组件图表标题未过滤导致存储型 DOM XSS,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:L/A:N,"version < ""1.12.1""",False,2,CVE-2026-41318.yaml
anythingllm,CVE-2026-5627,AnythingLLM AgentFlows 组件存在路径穿越漏洞，可读取或删除任意 .json 文件,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"version <= ""1.9.1""",False,4,CVE-2026-5627.yaml
AutoGPT,CVE-2026-30950,AutoGPT 平台存在经身份验证的会话劫持漏洞（IDOR 越权访问）,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:L,"version >= ""0.6.36"" && version < ""0.6.51""",False,5,CVE-2026-30950.yaml
AutoGPT,CVE-2026-33232,AutoGPT Platform 存在未经认证的拒绝服务漏洞，可通过无限制磁盘空间消耗触发。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version >= ""0.4.2"" && version < ""0.6.52""",False,3,CVE-2026-33232.yaml
AutoGPT,CVE-2026-33233,AutoGPT Platform 后端使用 pickle.loads 反序列化 Redis 缓存字节时未进行完整性/真实性校验，攻击者可通过缓存投毒实现任意代码执行。,HIGH,CVSS:3.1/AV:A/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,"version >= ""0.6.34"" && version < ""0.6.52""",False,2,CVE-2026-33233.yaml
bentoml,CVE-2026-33744,BentoML bentofile.yaml 中 system_packages 字段存在 Dockerfile 命令注入漏洞,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version <= ""1.4.36""",False,3,CVE-2026-33744.yaml
bentoml,CVE-2026-35043,BentoML 云部署路径 system_packages 字段存在 OS 命令注入漏洞（CWE-78）,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""1.4.38""",False,2,CVE-2026-35043.yaml
bentoml,CVE-2026-44345,BentoML 通过 bento.yaml 中未经过滤的 docker.base_image 字段实现 Dockerfile 命令注入,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""1.4.39""",False,3,CVE-2026-44345.yaml
bentoml,CVE-2026-44346,BentoML 通过 bentofile.yaml 中 envs[*].name 字段实现 Dockerfile 命令注入（CVE-2026-33744 的兄弟补丁绕过漏洞）,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""1.4.39""",False,2,CVE-2026-44346.yaml
blinko,CVE-2026-23882,Blinko MCP Server 任意命令执行漏洞（未验证命令参数）,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,"version < ""1.8.4""",False,1,CVE-2026-23882.yaml
boxlite,CVE-2026-46695,BoxLite 只读卷挂载绕过漏洞允许沙箱逃逸并实现对宿主机文件的任意写入,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,"version < ""0.9.0""",False,2,CVE-2026-46695.yaml
Budibase,CVE-2026-48146,Budibase OAuth2 Token Fetch 服务端请求伪造（SSRF）漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,"version < ""3.39.0""",False,2,CVE-2026-48146.yaml
chuanhuchatgpt,CVE-2024-3234,chuanhuchatgpt应用程序的路径遍历漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""20240305""",False,3,CVE-2024-3234.yaml
clickhouse,CVE-2018-14668,ClickHouse 远程表函数跨协议请求伪造漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"version < ""1.1.54388""",False,2,CVE-2018-14668.yaml
clickhouse,CVE-2018-14669,ClickHouse MySQL客户端文件读取漏洞,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""1.1.54390""",False,2,CVE-2018-14669.yaml
clickhouse,CVE-2018-14670,ClickHouse 1.1.54131之前版本deb包配置错误可能导致数据库被未授权使用,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""1.1.54131""",False,2,CVE-2018-14670.yaml
clickhouse,CVE-2018-14671,ClickHouse unixODBC 远程代码执行漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""18.10.3""",False,2,CVE-2018-14671.yaml
clickhouse,CVE-2018-14672,ClickHouse 在加载 CatBoost 模型时的路径遍历漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"version < ""18.12.13""",False,2,CVE-2018-14672.yaml
clickhouse,CVE-2019-15024,ClickHouse ZooKeeper 注册漏洞,MEDIUM,,"version < ""19.14.3""",False,2,CVE-2019-15024.yaml
clickhouse,CVE-2019-16535,ClickHouse 解压缩算法中的越界读取、写入及整数下溢漏洞,HIGH,,"version < ""19.14.0""",False,2,CVE-2019-16535.yaml
clickhouse,CVE-2019-16536,在19.14.3.3之前的Clickhouse版本中，堆栈溢出导致DoS,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,"version < ""19.14.3.3""",False,2,CVE-2019-16536.yaml
clickhouse,CVE-2019-18657,ClickHouse HTTP头注入漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"version < ""19.13.5.44""",False,4,CVE-2019-18657.yaml
clickhouse,CVE-2021-25263,Clickhouse 文件读取漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"version < ""20.8.18.32"" || (version < ""21.1.9.41"" && version != ""21.1.x"") || version < ""21.2.9.41"" || version < ""21.3.6.55"" || version < ""21.4.3.21""",False,3,CVE-2021-25263.yaml
clickhouse,CVE-2021-4104,使用log4j配置中的JMSAppender可能导致反序列化不受信任的数据,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"version < ""2.0.7""",True,4,CVE-2021-4104.yaml
clickhouse,CVE-2021-42387,Clickhouse的LZ4压缩编解码器堆越界读取漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,,False,3,CVE-2021-42387.yaml
clickhouse,CVE-2021-42388,Clickhouse的LZ4压缩编解码器堆越界读取漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,,False,3,CVE-2021-42388.yaml
clickhouse,CVE-2021-42389,Clickhouse Delta压缩编解码器中的除零漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,False,2,CVE-2021-42389.yaml
clickhouse,CVE-2021-42390,Clickhouse DeltaDouble 压缩编解码器中的除零漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"version < ""21.3.7.1""",False,0,CVE-2021-42390.yaml
clickhouse,CVE-2021-42391,Clickhouse Gorilla压缩编解码器中的除零漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,False,2,CVE-2021-42391.yaml
clickhouse,CVE-2021-43304,Clickhouse的LZ4压缩编解码器中的堆缓冲区溢出漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,False,3,CVE-2021-43304.yaml
clickhouse,CVE-2021-43305,Clickhouse的LZ4压缩编解码器堆缓冲区溢出漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,False,3,CVE-2021-43305.yaml
clickhouse,CVE-2022-44010,ClickHouse 堆缓冲区溢出漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version < ""22.9.1.2603""",False,2,CVE-2022-44010.yaml
clickhouse,CVE-2022-44011,ClickHouse 堆缓冲区溢出漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"version < ""22.9.1.2603""",False,2,CVE-2022-44011.yaml
clickhouse,CVE-2024-23689,ClickHouse客户端异常中客户端证书密码泄露。,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L,"version > ""0"" && version < ""0.4.6""",False,7,CVE-2024-23689.yaml
clickhouse,CVE-2024-41436,ClickHouse缓冲区溢出漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"version = ""24.3.3.102""",False,3,CVE-2024-41436.yaml
clickhouse,CVE-2025-1386,ch-go 库中存在的查询走私漏洞。,MEDIUM,CVSS:4.0/AV:N/AC:H/AT:N/PR:H/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"version > ""0"" && version < ""0.65.0""",False,0,CVE-2025-1386.yaml
clickhouse,CVE-2025-1520,PostHog 插件服务器 SQL 注入漏洞允许远程代码执行。,HIGH,CVSS:3.0/AV:A/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"version > ""0"" && version <= ""1.10.7""",False,4,CVE-2025-1520.yaml
clickhouse,CVE-2025-52969,低权限用户可通过 ClickHouse 中的 Executable() 表执行 Shell 命令,LOW,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:N/I:L/A:N,"version == ""25.7.1.557""",False,2,CVE-2025-52969.yaml
comfy_mtb,CVE-2024-12952,comfy_mtb代码注入漏洞,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,"version <= ""0.1.4""",False,8,CVE-2024-12952.yaml
comfyui,CVE-2024-10099,ComfyUI 存储型跨站脚本（XSS）漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"version < ""0.2.3""",False,2,CVE-2024-10099.yaml
comfyui,CVE-2024-10481,comfyanonymous/comfyui 版本直至 v0.2.2 存在 CSRF 漏洞,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,"version <= ""0.2.2""",False,2,CVE-2024-10481.yaml
comfyui,CVE-2024-12882,comfyui中的非盲SSRF漏洞,高,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"version < ""0.2.5""",False,2,CVE-2024-12882.yaml
comfyui,CVE-2024-6673,lollms-webui 的 `install_comfyui` 端点中存在跨站请求伪造 (CSRF) 漏洞。,MEDIUM,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L,"version >= ""9.9""",False,3,CVE-2024-6673.yaml
comfyui,CVE-2025-6092,comfyui版本0.3.39及之前版本中的跨站脚本漏洞,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,"version < ""0.3.40""",False,5,CVE-2025-6092.yaml
comfyui,CVE-2025-6107,comfyui 0.3.40中的漏洞允许远程操作对象属性。,低,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L,"version <= ""0.3.40""",False,6,CVE-2025-6107.yaml
comfyui,CVE-2025-67303,ComfyUI-Manager 将敏感文件存储在保护不足的位置。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"version < ""3.38""",False,3,CVE-2025-67303.yaml
comfyui,CVE-2026-22777,ComfyUI-Manager 的配置处理程序中存在 CRLF 注入漏洞。,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"version < ""3.39.2"" || (version >= ""4.0.0"" && version < ""4.0.5"")",False,4,CVE-2026-22777.yaml
comfyui,CVE-2026-6589,ComfyUI 0.13.0 及以下版本存在跨站请求伪造（CSRF）漏洞，位于 server.py 的 create_origin_only_middleware 函数中。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,"version <= ""0.13.0""",False,3,CVE-2026-6589.yaml
comfyui,CVE-2026-6590,ComfyUI 0.13.0 及以下版本存在路径穿越漏洞，漏洞位于 app/model_manager.py 的 get_model_preview 函数。,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version <= ""0.13.0""",False,3,CVE-2026-6590.yaml
comfyui,CVE-2026-6591,ComfyUI LoadImage 节点路径遍历漏洞，允许远程已认证攻击者读取任意文件,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"version <= ""0.13.0""",False,3,CVE-2026-6591.yaml
comfyui,CVE-2026-6592,ComfyUI userdata 端点存储型跨站脚本（XSS）漏洞,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,"version <= ""0.13.0""",False,3,CVE-2026-6592.yaml
comfyui,CVE-2026-6593,ComfyUI 0.13.0 及以下版本存在跨站脚本（XSS）漏洞，漏洞位于 server.py 的 View Endpoint。,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,"version <= ""0.13.0""",False,3,CVE-2026-6593.yaml
crewai,CVE-2026-2275,CrewAI CodeInterpreterTool SandboxPython Fallback Remote Code Execution,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,"version <= ""1.14.1""",False,3,CVE-2026-2275.yaml
crewai,CVE-2026-2286,CrewAI Server-Side Request Forgery (SSRF) allows access to internal and cloud metadata endpoints,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version <= ""1.14.1""",True,2,CVE-2026-2286.yaml
crewai,CVE-2026-2287,CrewAI Docker runtime check bypass leads to remote code execution via insecure sandbox fallback,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version <= ""1.14.1""",False,2,CVE-2026-2287.yaml
dask,CVE-2024-10096,Dask 因 pickle 序列化而存在命令注入漏洞。,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version > ""0"" && version <= ""2024.8.2""",False,3,CVE-2024-10096.yaml
dask,CVE-2026-23528,Dask Distributed 存在远程代码执行漏洞，起因是 Jupyter Proxy 和 Dashboard 中存在跨站脚本 (XSS) 错误。,MEDIUM,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"version > ""0"" && version < ""2026.1.0""",False,4,CVE-2026-23528.yaml
dask,CVE-2021-42343,本地 Dask 集群的工作进程错误地监听了公共接口。,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"version > ""0"" && version < ""2021.10.0""",False,9,GHSA-hwqr-f3v9-hwxr.json.yaml
f5-tts,CVE-2026-43624,F5-TTS 1.1.20 及更早版本在微调 Gradio 处理器中存在路径遍历漏洞,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"version < ""1.1.21""",False,3,CVE-2026-43624.yaml
fastchat,CVE-2024-10044,fastchat Controller API Server的SSRF漏洞,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:L/A:N,,False,2,CVE-2024-10044.yaml
